,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
3354,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 2,2013.0,10.97,50.28,71.6
3355,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 2,2013.0,3.1300000000000003,20.200000000000003,49.18
3356,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,26.150000000000002,68.55,85.22
3357,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,9.25,36.4,60.38
3358,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,12.18,50.91,71.48
3359,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,18.790000000000003,56.45,72.95
3360,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,24.65,54.21,72.34
3361,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,14.62,66.85,81.8
3362,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2013.0,7.46,27.950000000000003,65.03999999999999
3363,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,28.95,74.16,82.15
3364,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,17.31,53.11,74.09
3365,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,16.33,56.11000000000001,70.89
3366,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,33.35,73.92,80.87
3367,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,34.69,69.22,74.83
3368,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,31.180000000000003,78.89,83.72
3369,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2013.0,12.7,37.61,66.47
3370,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,72.15,86.42999999999999,94.48
3371,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,33.17,76.58,86.6
3372,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,40.510000000000005,72.55,86.31
3373,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,48.620000000000005,79.95,86.13
3374,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,60.370000000000005,88.74,90.11
3375,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,51.12,86.57000000000001,94.36
3376,Lower middle income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2013.0,37.169999999999995,65.98,76.64999999999999
3377,Lower middle income countries,Central and Southern Asia,0.946,,,,2013.0,17.349999999999998,54.400000000000006,72.23
3378,Lower middle income countries,Central and Southern Asia,0.7168,,,Quintile 1,2013.0,2.93,22.56,50.72
3379,Lower middle income countries,Central and Southern Asia,0.8852,,,Quintile 2,2013.0,7.23,43.0,67.07
3380,Lower middle income countries,Central and Southern Asia,0.9498,,,Quintile 3,2013.0,12.9,55.13,76.86
3381,Lower middle income countries,Central and Southern Asia,0.9712,,,Quintile 4,2013.0,19.63,63.42,79.75
3382,Lower middle income countries,Central and Southern Asia,0.9877,,,Quintile 5,2013.0,35.809999999999995,80.28,87.59
3383,Lower middle income countries,Central and Southern Asia,0.8116,,,Quintile 1,2013.0,2.8899999999999997,24.51,53.13
3384,Lower middle income countries,Central and Southern Asia,0.6334,,,Quintile 1,2013.0,2.37,16.43,38.35
3385,Lower middle income countries,Central and Southern Asia,0.6492,,,Quintile 1,2013.0,2.5,21.47,49.79
3386,Lower middle income countries,Central and Southern Asia,0.8275,,,Quintile 1,2013.0,6.68,30.7,59.589999999999996
3387,Lower middle income countries,Central and Southern Asia,0.763,,,Quintile 1,2013.0,3.63,27.16,57.720000000000006
3388,Lower middle income countries,Central and Southern Asia,0.7466,,,Quintile 1,2013.0,2.29,27.48,64.87
3389,Lower middle income countries,Central and Southern Asia,0.5971,,,Quintile 1,2013.0,0.62,12.55,39.1
3390,Lower middle income countries,Central and Southern Asia,0.9421,,,Quintile 2,2013.0,9.93,52.6,76.61
3391,Lower middle income countries,Central and Southern Asia,0.8384,,,Quintile 2,2013.0,3.7699999999999996,31.96,55.31
3392,Lower middle income countries,Central and Southern Asia,0.8532,,,Quintile 2,2013.0,5.25,40.02,67.25
3393,Lower middle income countries,Central and Southern Asia,0.9356,,,Quintile 2,2013.0,10.8,55.2,71.46000000000001
3394,Lower middle income countries,Central and Southern Asia,0.8998,,,Quintile 2,2013.0,9.66,42.71,68.47
3395,Lower middle income countries,Central and Southern Asia,0.9009,,,Quintile 2,2013.0,8.83,51.790000000000006,76.74
3396,Lower middle income countries,Central and Southern Asia,0.8007,,,Quintile 2,2013.0,2.7199999999999998,24.94,55.36
3397,Lower middle income countries,Central and Southern Asia,0.9862,,,Quintile 3,2013.0,23.06,71.69,87.38
3398,Lower middle income countries,Central and Southern Asia,0.9344,,,Quintile 3,2013.0,6.84,44.940000000000005,70.05
3399,Lower middle income countries,Central and Southern Asia,0.9397,,,Quintile 3,2013.0,10.489999999999998,53.879999999999995,77.48
3400,Lower middle income countries,Central and Southern Asia,0.9623,,,Quintile 3,2013.0,15.809999999999999,59.330000000000005,79.95
3401,Lower middle income countries,Central and Southern Asia,0.9541,,,Quintile 3,2013.0,18.55,58.77,78.19
3402,Lower middle income countries,Central and Southern Asia,0.9655,,,Quintile 3,2013.0,15.9,66.9,85.64
3403,Lower middle income countries,Central and Southern Asia,0.8841,,,Quintile 3,2013.0,6.77,31.580000000000002,66.97999999999999
3404,Lower middle income countries,Central and Southern Asia,0.9926,,,Quintile 4,2013.0,28.910000000000004,78.89,88.56
3405,Lower middle income countries,Central and Southern Asia,0.9757,,,Quintile 4,2013.0,13.889999999999999,61.260000000000005,80.21000000000001
3406,Lower middle income countries,Central and Southern Asia,0.9481,,,Quintile 4,2013.0,14.63,55.279999999999994,76.16000000000001
3407,Lower middle income countries,Central and Southern Asia,0.9867,,,Quintile 4,2013.0,26.44,74.06,82.78999999999999
3408,Lower middle income countries,Central and Southern Asia,0.9816,,,Quintile 4,2013.0,31.819999999999997,71.12,82.77
3409,Lower middle income countries,Central and Southern Asia,0.9898,,,Quintile 4,2013.0,29.53,81.47,89.81
3410,Lower middle income countries,Central and Southern Asia,0.9564,,,Quintile 4,2013.0,12.29,47.38,69.54
3411,Lower middle income countries,Central and Southern Asia,0.9982,,,Quintile 5,2013.0,55.779999999999994,87.83999999999999,96.84
3412,Lower middle income countries,Central and Southern Asia,0.9923,,,Quintile 5,2013.0,28.34,79.57,91.73
3413,Lower middle income countries,Central and Southern Asia,0.9782,,,Quintile 5,2013.0,32.47,75.92,84.09
3414,Lower middle income countries,Central and Southern Asia,0.9965,,,Quintile 5,2013.0,40.62,85.32,91.05
3415,Lower middle income countries,Central and Southern Asia,0.9974,,,Quintile 5,2013.0,56.37,91.61,89.42
3416,Lower middle income countries,Central and Southern Asia,0.9949,,,Quintile 5,2013.0,46.839999999999996,89.74,93.02
3417,Lower middle income countries,Central and Southern Asia,0.9915,,,Quintile 5,2013.0,32.029999999999994,73.35000000000001,81.33
3418,Upper middle income countries,Europe and Northern America,0.9974,Female,Rural,,2006.0,,,
3419,Upper middle income countries,Europe and Northern America,0.999,Female,Urban,,2006.0,,,
3420,Upper middle income countries,Europe and Northern America,0.9947,Female,Rural,Quintile 1,2006.0,,,
3421,Upper middle income countries,Europe and Northern America,0.9983,Female,Rural,Quintile 2,2006.0,,,
3422,Upper middle income countries,Europe and Northern America,0.9964,Female,Rural,Quintile 3,2006.0,,,
3423,Upper middle income countries,Europe and Northern America,0.9993,Female,Rural,Quintile 4,2006.0,,,
3424,Upper middle income countries,Europe and Northern America,1.0,Female,Rural,Quintile 5,2006.0,,,
3425,Upper middle income countries,Europe and Northern America,0.9938,Female,Urban,Quintile 2,2006.0,,,
3426,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 3,2006.0,,,
3427,Upper middle income countries,Europe and Northern America,0.999,Female,Urban,Quintile 4,2006.0,,,
3428,Upper middle income countries,Europe and Northern America,0.9997,Female,Urban,Quintile 5,2006.0,,,
3429,Upper middle income countries,Europe and Northern America,0.9981,,Rural,Quintile 1,2006.0,,,
3430,Upper middle income countries,Europe and Northern America,0.9993,,Rural,Quintile 2,2006.0,,,
3431,Upper middle income countries,Europe and Northern America,0.9985,,Rural,Quintile 3,2006.0,,,
3432,Upper middle income countries,Europe and Northern America,0.9997,,Rural,Quintile 4,2006.0,,,
3433,Upper middle income countries,Europe and Northern America,1.0,,Rural,Quintile 5,2006.0,,,
3434,Upper middle income countries,Europe and Northern America,0.9943,,Urban,Quintile 1,2006.0,,,
3435,Upper middle income countries,Europe and Northern America,0.9973,,Urban,Quintile 2,2006.0,,,
3436,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 3,2006.0,,,
3437,Upper middle income countries,Europe and Northern America,0.9996,,Urban,Quintile 4,2006.0,,,
3438,Upper middle income countries,Europe and Northern America,0.9999,,Urban,Quintile 5,2006.0,,,
3439,Upper middle income countries,Europe and Northern America,0.9982,Female,,,2006.0,,,
3440,Upper middle income countries,Europe and Northern America,0.9938,Female,,Quintile 1,2006.0,,,
3441,Upper middle income countries,Europe and Northern America,0.9976,Female,,Quintile 2,2006.0,,,
3442,Upper middle income countries,Europe and Northern America,0.9975,Female,,Quintile 3,2006.0,,,
3443,Upper middle income countries,Europe and Northern America,0.9991,Female,,Quintile 4,2006.0,,,
3444,Upper middle income countries,Europe and Northern America,0.9998,Female,,Quintile 5,2006.0,,,
3445,Upper middle income countries,Europe and Northern America,0.9962,Female,Rural,,2011.0,91.4,96.55,99.92
3446,Upper middle income countries,Europe and Northern America,0.9996,Female,Urban,,2011.0,97.22,97.72,99.83999999999999
3447,Upper middle income countries,Europe and Northern America,0.9939,Female,Rural,Quintile 1,2011.0,79.0,90.75,99.66000000000001
3448,Upper middle income countries,Europe and Northern America,0.9956,Female,Rural,Quintile 2,2011.0,87.08,100.0,100.0
3449,Upper middle income countries,Europe and Northern America,0.9963,Female,Rural,Quintile 3,2011.0,91.89,100.0,100.0
3450,Upper middle income countries,Europe and Northern America,0.9957,Female,Rural,Quintile 4,2011.0,98.82,94.89,100.0
3451,Upper middle income countries,Europe and Northern America,1.0,Female,Rural,Quintile 5,2011.0,,,
3452,Upper middle income countries,Europe and Northern America,0.9915,Female,Urban,Quintile 1,2011.0,,,
3453,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 2,2011.0,,,
3454,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 3,2011.0,,,
3455,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 4,2011.0,,,
3456,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 5,2011.0,97.25,,100.0
3457,Upper middle income countries,Europe and Northern America,0.9978,,Rural,Quintile 1,2011.0,81.37,92.15,99.81
3458,Upper middle income countries,Europe and Northern America,0.9983,,Rural,Quintile 2,2011.0,88.9,94.71000000000001,100.0
3459,Upper middle income countries,Europe and Northern America,0.9985,,Rural,Quintile 3,2011.0,90.3,98.42999999999999,98.72
3460,Upper middle income countries,Europe and Northern America,0.9981,,Rural,Quintile 4,2011.0,97.61,97.44,100.0
3461,Upper middle income countries,Europe and Northern America,1.0,,Rural,Quintile 5,2011.0,99.62,100.0,100.0
3462,Upper middle income countries,Europe and Northern America,0.9963,,Urban,Quintile 1,2011.0,,,
3463,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 2,2011.0,,,
3464,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 3,2011.0,98.50999999999999,,
3465,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 4,2011.0,96.78999999999999,99.82,100.0
3466,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 5,2011.0,97.66,100.0,100.0
3467,Upper middle income countries,Europe and Northern America,0.9978,Female,,,2011.0,93.49,96.92,99.89
3468,Upper middle income countries,Europe and Northern America,0.9969,Female,,,2011.0,92.80000000000001,96.99,99.92
3469,Upper middle income countries,Europe and Northern America,0.9935,Female,,Quintile 1,2011.0,81.99,86.99,99.41
3470,Upper middle income countries,Europe and Northern America,0.9968,Female,,Quintile 2,2011.0,88.05,100.0,100.0
3471,Upper middle income countries,Europe and Northern America,0.9975,Female,,Quintile 3,2011.0,93.24,100.0,100.0
3472,Upper middle income countries,Europe and Northern America,0.9979,Female,,Quintile 4,2011.0,98.91,96.83,100.0
3473,Upper middle income countries,Europe and Northern America,1.0,Female,,Quintile 5,2011.0,97.77,100.0,100.0
3474,Upper middle income countries,Europe and Northern America,0.9895,Female,,Quintile 1,2011.0,,,99.4
3475,Upper middle income countries,Europe and Northern America,0.9945,Female,,Quintile 2,2011.0,82.50999999999999,,100.0
3476,Upper middle income countries,Europe and Northern America,0.9961,Female,,Quintile 3,2011.0,93.77,100.0,100.0
3477,Upper middle income countries,Europe and Northern America,0.9972,Female,,Quintile 4,2011.0,98.64,95.91,100.0
3478,Upper middle income countries,Europe and Northern America,1.0,Female,,Quintile 5,2011.0,97.61,,100.0
3479,Upper middle income countries,Europe and Northern America,0.9961,,,Quintile 1,2011.0,84.74000000000001,90.33,99.68
3480,Upper middle income countries,Europe and Northern America,0.9978,,,Quintile 2,2011.0,84.08,90.64999999999999,100.0
3481,Upper middle income countries,Europe and Northern America,0.9984,,,Quintile 3,2011.0,91.11,98.22999999999999,98.61
3482,Upper middle income countries,Europe and Northern America,0.9987,,,Quintile 4,2011.0,96.49,98.06,100.0
3483,Upper middle income countries,Europe and Northern America,1.0,,,Quintile 5,2011.0,97.92999999999999,100.0,100.0
3484,Upper middle income countries,Europe and Northern America,0.9992,Female,Rural,,2005.0,,,
3485,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,,2005.0,,,
3486,Upper middle income countries,Europe and Northern America,0.998,Female,Rural,Quintile 1,2005.0,,,
3487,Upper middle income countries,Europe and Northern America,1.0,Female,Rural,Quintile 2,2005.0,,,
3488,Upper middle income countries,Europe and Northern America,1.0,Female,Rural,Quintile 3,2005.0,,,
3489,Upper middle income countries,Europe and Northern America,1.0,Female,Rural,Quintile 4,2005.0,,,
3490,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 1,2005.0,,,
3491,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 2,2005.0,,,
3492,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 3,2005.0,,,
3493,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 4,2005.0,,,
3494,Upper middle income countries,Europe and Northern America,1.0,Female,Urban,Quintile 5,2005.0,,,
3495,Upper middle income countries,Europe and Northern America,0.999,,Rural,Quintile 1,2005.0,,,
3496,Upper middle income countries,Europe and Northern America,1.0,,Rural,Quintile 2,2005.0,,,
3497,Upper middle income countries,Europe and Northern America,1.0,,Rural,Quintile 3,2005.0,,,
3498,Upper middle income countries,Europe and Northern America,1.0,,Rural,Quintile 4,2005.0,,,
3499,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 1,2005.0,,,
3500,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 2,2005.0,,,
3501,Upper middle income countries,Europe and Northern America,1.0,,Urban,Quintile 3,2005.0,,,
